credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0
606,France,Male,32,5,83161.65,1,1,1,116885.59,0
699,France,Male,32,3,0.0,2,1,1,170770.44,0
526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1
631,France,Male,36,1,0.0,2,0,0,133141.34,0
652,Spain,Female,42,4,0.0,2,1,1,38152.01,0
791,France,Female,31,10,75499.24,1,1,0,22184.14,0
712,Spain,Male,27,10,0.0,1,1,0,94544.88,0
682,France,Female,52,5,112670.48,1,1,0,21085.17,1
711,France,Female,21,0,82844.33,2,0,1,1408.68,0
693,France,Female,43,4,152341.55,1,1,0,9241.78,0
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0
850,France,Female,35,1,211774.31,1,1,0,188574.12,1
582,France,Male,39,5,0.0,2,1,1,129892.93,0
707,France,Male,33,2,0.0,2,0,0,130866.95,0
710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0
543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0
411,France,Male,29,0,59697.17,2,1,1,53483.21,0
529,Spain,Male,34,9,0.0,1,1,1,93208.22,0
596,France,Female,33,1,138162.81,1,1,0,85412.54,0
774,France,Male,40,9,93017.47,2,1,0,191608.97,0
576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0
593,Spain,Male,27,10,0.0,3,0,0,94620.0,1
652,France,Male,31,2,119148.55,1,0,0,149740.22,0
850,France,Female,35,5,0.0,1,1,1,80992.8,0
678,France,Male,43,1,133237.21,1,1,0,111032.79,1
534,France,Male,36,4,120037.96,1,1,0,36275.94,0
632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0
695,France,Male,45,3,0.0,2,1,1,30793.61,0
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1
681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
422,France,Male,41,6,153238.88,1,1,0,11663.09,0
714,France,Female,31,4,125169.26,1,1,1,106636.89,0
689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0
719,Spain,Male,38,0,0.0,1,1,0,126876.47,0
796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0
439,France,Female,66,9,0.0,1,1,0,65535.56,0
513,France,Female,43,9,0.0,2,1,0,152499.8,0
545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
661,France,Male,47,5,0.0,1,0,1,107243.31,1
629,France,Female,43,0,0.0,2,1,1,41263.69,0
554,France,Female,45,6,0.0,2,1,1,181204.5,0
640,France,Female,66,9,116037.76,1,0,1,184636.05,0
576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
660,France,Female,43,1,0.0,1,0,1,112026.1,1
708,Spain,Male,33,3,0.0,2,1,0,138613.21,0
533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0
659,France,Male,20,8,0.0,2,0,0,112572.02,0
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0
546,France,Female,27,8,0.0,2,1,1,14858.1,0
604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0
698,France,Female,51,6,144237.91,4,1,0,157143.61,1
605,France,Male,35,6,0.0,2,1,1,45206.57,0
652,France,Male,26,3,137998.2,2,0,1,168989.77,0
554,France,Female,48,7,0.0,2,1,1,63708.07,0
732,France,Female,35,3,0.0,2,1,0,90876.95,0
608,Spain,Female,28,4,0.0,2,1,0,10899.63,1
597,France,Female,28,0,142705.95,1,1,0,127233.39,0
770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0
623,France,Male,43,1,0.0,2,1,1,146379.3,0
696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0
765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0
493,France,Female,37,8,142987.46,2,1,0,158840.99,0
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
653,France,Female,40,0,0.0,2,1,0,35795.85,0
581,France,Male,41,8,0.0,2,0,0,29737.14,0
586,France,Female,35,7,0.0,2,1,0,70760.69,0
677,France,Male,58,9,0.0,1,0,1,168650.4,0
663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0
662,France,Male,29,5,147092.65,1,1,0,10928.3,0
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
680,France,Male,31,9,0.0,2,1,0,36145.53,0
587,France,Male,40,2,0.0,4,0,1,106174.7,1
526,France,Male,36,1,0.0,1,1,0,160696.72,0
773,France,Male,25,1,124532.78,2,0,1,11723.57,0
654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
703,France,Male,50,8,160139.59,2,1,1,79314.1,0
638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
762,France,Male,32,10,191775.65,1,1,0,179657.83,0
606,Spain,Male,33,8,0.0,2,1,1,63176.77,0
732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
676,France,Male,38,1,0.0,2,0,1,35644.79,0
528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
525,France,Female,59,6,55328.4,1,1,0,83342.73,1
610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0
777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0
553,France,Female,27,3,0.0,2,0,0,159800.16,0
479,France,Male,47,1,0.0,1,1,0,95270.83,0
446,France,Male,32,8,0.0,2,0,0,133292.94,0
588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1
770,France,Female,70,9,110738.89,1,1,0,22666.77,1
555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1
673,France,Male,39,7,82255.51,2,1,0,109545.56,0
701,France,Male,39,2,0.0,2,1,1,82526.92,0
662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0
518,France,Male,42,7,151027.05,2,1,0,119377.36,0
671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1
731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
711,France,Female,38,2,129022.06,2,1,1,14374.86,1
658,France,Male,29,3,145512.84,1,1,0,20207.02,0
844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1
705,France,Female,31,3,119794.67,1,0,0,182528.44,0
618,France,Female,24,7,128736.39,1,0,1,37147.61,0
641,France,Female,26,4,91547.84,2,0,1,28157.34,0
678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
743,France,Female,30,1,127023.39,1,1,1,138780.89,0
774,France,Female,35,3,121418.62,1,1,1,24400.37,0
614,France,Female,35,1,0.0,2,1,1,3342.62,0
683,France,Male,36,5,115350.63,1,1,1,122305.91,0
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0
791,France,Male,37,2,163789.49,2,1,0,75832.53,0
621,France,Female,43,5,0.0,1,1,1,47578.45,0
